ID,Title,FacultyID_1,FacultyID_2,CallNum,Requirements,Location,Schedule,Points,Section,Type,Session,Year,Semester
A4429,STUDIES IN TECTONIC CULTURE ,630,null,16996,HISTORY/THEORY-MODERN (SEMINAR) ,409 AVERY ,"TU 11 AM - 1 PM",3,1,ARCH,FULL SEMESTER,2016,3
A4517,LOCAL, GLOBAL,  POSTCOLONIAL: CONTEMPORARY URBANISM IN EMERGING SOCIETIES,631,null,66396,HISTORY/THEORY- NON- WESTERN,300 AVERY HALL,"M + W 9 AM - 11 AM ",3,1,ARCH,SES A 1/19-3/4 ,2016,3
A4534,TECHNIQUES OF THE ULTRAREAL,482,481,27446,VISUAL STUDIES,WARE- 600 AVERY,"W 7 PM - 9 PM ",1.5,1,VS,SES A 1/19-3/4,2016,3
A4542,IMAGINING THE ULTRAREAL,482,481,73320,VISUAL STUDIES ,WARE- 600 AVERY,"W 7 PM - 9 PM ",1.5,1,VS,SES B 3/7-4/22,2016,3
A4563,OBJECTS,466,null,11046,HISTORY/ THEORY - MODERN,300 AVERY,"TH 11 AM -1 PM",3,1,ARCH,FULL SEMESTER,2016,3
A4597,EXTREME DESIGN:WAS PROTOCOL: ARCH OF ACTIVE ORG,432,null,12346,SEMINAR - MODERN,412 AVERY,"TU 2 PM - 4 PM ",3,1,ARCH,FULL SEMESTER,2016,3
A4618,ARCHITECTURE: THE CONTEMPORARY (IDEAS AND CONCEPTS FROM 1968 TO THE PRESENT),398,null,99693,HISTORY/THEORY- MODERN (SEMINAR),409  AVERY ,"W 11 AM- 1 PM",3,1,ARCH,FULL SEMESTER,2016,3
A4620,PUB FINANCING OF URBAN DEVPT,794,null,
81996
,PLANNING,300 S Buell Hall,"M 6:30pm-8:30pm",3,1,UP,FULL SEMESTER,2016,3
A4628,ACOUSTICS,632,null,12596,TECH ELECTIVE,505 AVERY,"TH 7 PM- 9 PM ",3,1,ARCH,FULL SEMESTER,2016,3
A4634,ADVANCED CURTAIN WALL,633,null,21947,TECH ELECTIVE,115 AVERY,"TU 11 AM - 1 PM",3,1,ARCH,FULL SEMESTER,2016,3
A4635,ARCHITECTURAL DAYLIGHTING,440,null,60820,TECH ELECTIVE,WARE LOUNGE,"TH 11 AM - 1 PM",3,1,ARCH,FULL SEMESTER,2016,3
A4656,FAST PACE/ SLOW SPACE,489,634,62747,TECH ELECTIVE,WARE LOUNGE,"TU 7 PM - 9 PM ",3,1,ARCH,FULL SEMESTER,2016,3
A4675,VDC AND THE DIGITAL DOMAIN IN CONSTRUCTION. ,433,null,77347,TECH ELECTIVE ,504 AVERY,"TU 2 PM - 4 PM ",3,1,ARCH,FULL SEMESTER,2016,3
A4676,ARCHITECTURAL PHOTOGRAPHY ,483,null,88532,VISUAL STUDIES,200 BUELL ,"TH 7 PM - 9 PM ",1.5,1,VS,SES A 1/19-3/4,2016,3
A4678,NEW SPACES OF HOUSING: RE-STRUCTURING OF PUBLIC HOUSING,405,null,82547,HISTORY/ THEORY- URBAN (SEMINAR),300 BUELL SOUTH ,"TH 11 AM - 1 PM ",3,1,ARCH,FULL SEMESTER,2016,3
A4688,PUBLIC SPACE AND RECOMBINANT URBANISM,635,null,13596,UD SEMINAR, REQUIRED,115 AVERY,"W 11 AM - 1 PM",3,1,ARCH,FULL SEMESTER,2016,3
A4694,THE CULTURE OF CONCRETE ,428,null,11029,TECH ELECTIVE ,300 BUELL SOUTH,"W 4 PM- 6 PM ",3,1,ARCH,FULL SEMESTER,2016,3
A4696,ADVANCED PROFESSIONAL PRACTICE,394,null,13032,ARCH ELECTIVE, PRO PRACT,409 AVERY,"TH 11 AM - 1 PM ",3,1,ARCH,FULL SEMESTER,2016,3
A4701,INNOVATION, TECHNOLOGY AND ACHITECTURE,402,null,28047,ARCH ELECTIVE,300 AVERY,"TU 11 AM - 1 PM ",3,1,ARCH,FULL SEMESTER,2016,3
A4705,ARCHITECTURE AFTER 1945,444,null,29572,HIST-MODERN, LECTURE ,114 AVERY ,"M 11 AM - 1PM ",3,1,ARCH,FULL SEMESTER ,2016,3
A4707 ,DIGITAL DETAILING: SIMULATION AND ANALYSIS ,612,442,23316,TECH ELECTIVE,115 AVERY,"TH 7 PM -9 PM ",3,1,ARCH,FULL SEMESTER,2016,3
A4715,RE-THNKING BIM,486,434,82047,VISUAL STUDIES ,202 FAY,"TU  5 PM - 7 PM ",1.5,1,VS,SES A 1/19-3/4,2016,3
A4716,GRAPHIC ARCHITECTURE PROJECT I: DESIGN AND TYPOGRAPHY,487,null,88479,VISUAL STUDIES,300 BUELL N,"W 9 AM -12 PM",3,1,VS,FULL SEMESTER,2016,3
A4726,GRAPHIC ARCHITECTURE PROJECT III: DESIGN SEMINAR,637,null,93546,VISUAL STUDIES,408 AVERY ,"W 9AM - 11 AM",3,1,VS,FULL SEMESTER,2016,3
A4775,ART POWER + SPACE IN THE MIDDLE EAST,393,null,60997,HISTORY/THEORY-NON WESTERN,300 BUELL NORTH,"TU 11 AM-1 PM",3,1,ARCH,FULL SEMESTER,2016,3
A4792,APPROACHING CONVERGENCE,638,764,98346,VISUAL STUDIES,114 AVERY,"TH 7 PM - 9 PM ",1.5,1,VS,SES A 1/19-3/4,2016,3
A4799,MONTAGE CITY: FILMMAKING AS URBAN OBSERVATION,492,null,97192,VISUAL STUDIES,114 AVERY ,"TU 7 PM - 9 PM ",1.5,1,VS,SES A 1/19-3/4 ,2016,3
A4801,ENCODED MATTER,493,null,15897,VISUAL STUDIES,200 BUELL ,"TU 1 PM  -3PM",3,1,VS,FULL SMESTER,2016,3
A4813,INTEGRATED PARAMETRIC DELIVERY,486,434,23296,VISUAL STUDIES ,202 FAY,"TU 7 PM - 9 PM",1.5,1,VS,SES B 3/7-4/22,2016,3
A4814,HACKING THE URBAN EXPERIENCE,495,null,64692,VISUAL STUDIES ,114 AVERY,"TU 7 PM - 9 PM",1.5,1,VS,SES A 1/19 - 3/4 ,2016,3
A4825,SUSTAINABILITY AND HISTORIC PRESERVATION ,523,null,83497,ELECTIVE,412 AVERY ,"TH 11 AM - 1 PM ",3,1,HP,FULL SEMESTER,2016,3
A4832,LINES NOT SPLINES: DRAWING IS INVENTION I,376,null,88441,VISUAL STUDIES ,200 BUELL ,"W 7 PM - 9 PM",1.5,1,VS,SES A 1/19-3/4,2016,3
A4841 , ALGORITHMS AND URBANISMS: SIMCITY,496,null,92067,VISUAL STUDIES,115 AVERY,"M 9 AM - 11 AM ",1.5,1,VS,SES A 1/19-3/4,2016,3
A4842, ALGORITHMS AND URBANISMS II,496,null,60797,VISUAL STUDIES ,115 AVERY,"M 9 AM - 11 AM ",1.5,1,VS,SES B 3/7-4/22,2016,3
A4847,HACKING THE URBAN EXPERIENCE II,495,null,88006,VISUAL STUDIES ,114 AVERY,"TU 7 PM - 9 PM",1.5,1,VS,SES B 3/7-4/22,2016,3
A6309 ,CONSERVATION OF EARTHEN ARCHITECTURAL HERTIGAE ,639,null,79279,MINI ,300 AVERY,"M 6:30 PM- 8:30 PM ",1.5,1,HP,SES A 1/19-3/4 ,2016,3
A6311,MAKING A CASE FOR POST-WAR PUBLIC HOUSING ,503,null,68449,WORKSHOP/ SEMINAR,408 AVERY ,"W 11 AM -1 PM ",3,1,HP,FULL SEMESTER ,2016,3
A6412,PROFESSIONAL PRACTICE & PROJECT MANAGEMENT,640,null,88547,ELECTIVE,201 FAYERWEATHER,"W 4 PM - 6 PM ",3,1,HP,FULL SEMESTER,2016,3
A6414,GIS FOR PRESERVTAIONSITS ,641,null,77032,ELECTIVE,202 FAYERWEATHER ,"W 6 PM - 8 PM ",3,1,HP,FULL SEMESTER,2016,3
A6418,CONDITIONS SURVEY,713,760,65847,ELECTIVE,201 FAYERWEATHER ,"M 10 AM - 1 PM",3,1,HP,FULL SEMESTER,2016,3
A6459,RE- IMAGINING THE NEW UNIVERSITY ,397,751,23148,ARCH ELECTIVE- ,408 Avery Hall ,"M 11 AM - 1 PM",3,1,ARCH,FULL SEMESTER,2016,3
A6510,NEIGHBORHOOD PRESERVATION AND ZONING ,791,null,68297,MINI SESSION,201 FAYERWESTHER,"TU 6 PM - 8 PM ",1.5,1,HP,SES A 1/19-3/4,2016,3
A6705,ARCHITECTURE & DEVELOPMENT OF NYC,503,null,16196,ALL GSAPP_ INTERDISCP, HP ELECTIVE ,412 AVERY,"F 9 AM - 11 AM ",3,1,HP,FULL SEMESTER,2016,3
A6705,ARCHITECTURE & DEVELOPMENT OF NYC,503,null,16196,ALL GSAPP_ INTERDISCP, HP ELECTIVE ,412 AVERY,"F 9 AM - 11 AM ",3,1,INTER,FULL SEMESTER,2016,3
A6711,AFFORDABLE HOUSING ,790,null,92068,HISTORY/THEORY- TBA,412 AVERY ,"TU 11 AM - 1 PM ",3,1,ARCH,FULL SEMESTER,2016,3
A6712,ARCHITECTURAL FINISHES,512,null,72196,ELECTIVE,HP Lab-655 Schermer,"W 9 AM - 11 AM ",3,1,HP,FULL SEMESTER,2016,3
A6716,ADOLF LOOS, OUR CONTEMPORARY,437,null,81247,HISTORY /THEORY - MODERN,200 BUELL ,"M 11 AM - 1 PM ",3,1,ARCH,FULL SEMESTER ,2016,3
A6717,COMPARATIVE HERTITAGE MANAGEMENT,714,null,82146,ELECTIVE,300 AVERY,"TU & TH 9 AM - 11 AM ",3,1,HP,SES A 1/19-3/4,2016,3
A6722,MAKING PRESERVATION HAPPEN,642,761,97746,MINI SESSION,201 FAYERWEATHER ,"TU 6 PM - 8 PM ",1.5,1,HP,SES B 3/7-4/22 ,2016,3
A6727,OLD BUILDINGS, NEW FORMS,505,null,98441,ALL GSAPP_ INTERDISCP, HP ELECTIVE ,412 AVERY ,"F 11 AM - 1 PM",3,1,HP,FULL SEMESTER,2016,3
A6727,OLD BUILDINGS, NEW FORMS,505,null,98441,ALL GSAPP_ INTERDISCP, HP ELECTIVE ,412 AVERY ,"F 11 AM - 1 PM",3,1,INTER,FULL SEMESTER,2016,3
A6728,WOOD; ITS PROPERTIES, USE, AND CONSERVATION,643,null,85530,ELECTIVE, ARCH TECH ELECTIVE ,HP Lab-655 Schermer,"TU 6 PM - 8 PM ",3,1,HP,FULL SEMESTER,2016,3
A6730,AMERICAN ARCHITECTURE II,431,null,72147,REQUIRED 1ST YR, ,600 AVERY,"TU 11 AM - 1 PM ",3,1,HP,FULL SEMESTER,2016,3
A6750,HP STUDIO II,506,523,16146,REQUIRED 1ST YEAR,301 FAYERWEATHER,"M & TH 2 PM - 6 PM",4,1,HP,FULL SEMESTER,2016,3
A6753,THESIS II,503,null,22096,REQUIRED 2ND YR,null,"BY APPOINTMENT",4,1,HP,FULL SEMESTER,2016,3
A6764,CONSERVATION SCIENCE,517,502,26946,REQ CONSERVATION,HP Lab-655 Schermer,"W + F 2 PM - 6 PM ",3,1,HP,FULL SEMESTER,2016,3
A6779,PHILOSOPHIES OF THE CITY ,387,null,76296,HISTORY/THEORY -URBAN OR  MODERN,300 S BUELL,"TU 11 AM - 1 PM ",3,1,ARCH,FULL SEMESTER ,2016,3
A6784,BRICK, TERRA COTTA + STONE,502,517,78597,ELECTIVE, ARCH TECH ELECTIVE  ,HP Lab-655 Schermer,"TU  1:30 PM- 4 PM ",3,1,HP,FULL SEMESTER,2016,3
A6805,MAPPING FOR ARCHITECTURE URBANISM AND HUMANITIES ,537,null,70796,ALL GSAPP_ INTERDISCP, GSAS ,TBA ,"F 9 AM - 11 AM ",3,1,INTER,FULL SEMSTER ,2016,3
A6812,URBAN ECOLOGY & DESIGN,627,752,22947,ALL GSAPP_ INTERDISCP, UD SEMINAR,  & EARTH INSTUTITE, ,115 AVERY HALL ,"F 11 AM - 1 PM ",3,1,ARCH,FULL SEMESTER,2016,3
A6814,DESIGN FRONTIERS:THE GLOBAL NEW TOWN,616,null,68448,ALL GSAPP_ INTERDISCP, UD SEMINAR, HIST/THEORY - URBAN ,409 Avery Hall,"F 9 AM - 11 AM ",3,1,ARCH,FULL SEMESTER,2016,3
A6826,AFRICAN CITIES,636,null,86996,HISTORY/THEORY- NON WESTERN,412 AVERY,"M & T 9 AM - 11 AM ",3,1,ARCH,SES A 1/19-3/4,2016,3
A6851,URBAN DESIGN STUDIO III,472,null,68146,UD STUDIO, REQUIRED ,600 NORTH AVERY,"M, W, & F 2 PM - 6 PM",9,1,ARCH,FULL SEMESTER,2016,3
A6852,INTERPRETATION AND ARCHITECTURE,644,null,86946,ELECTIVE,201 FAYERWEATEHR,"TU 4 PM - 6 PM ",3,1,HP,FULL SEMESTER,2016,3
A6890,CONFLICT URBANISM,591,null,12797,ALL GSAPP_ INTERDISCP, GSAS ,409 AVERY,"F 11 AM - 1 PM ",3,1,ARCH,FULL SEMESTER,2016,3
A6901,RESEARCH II,503,null,18396,INDEPENDENT STUDY,NA,"BY APPOINTMENT",3,1,ARCH,FULL SEMESTER,2016,3
A8905,PHD SEMINAR ,387,null,22547,PHD SEMINAR,300 BUELL S,"W 2 PM - 4 PM ",3,1,ARCH,FULL SEMESTER,2016,3
A8906,PHD SEMINAR ,444,null,13005,PHD SEMINAR,300 BUELL S,"TU 2 PM - 4 PM",3,1,ARCH,FULL SEMESTER,2016,3
Pla4010 ,PLANNING FOR URBAN ENERGY SYSTEMS ,533,null,72797,URBAN/ PHYSICAL ,408 AVERY ,"TH 9 AM - 11 AM ",3,1,UP,FULL SEMESTER,2016,3
Pla4022,FUNDAMENTALS OF URBAN DIGITAL DESIGN ,649,759,96997,METHODS,201 FAYERWEATHER / 202 FAYERWEATHER + 200 FAYERWEATHER N ,"F 9 AM - 11 AM/ LAB F 11 AM - 1 PM ",3,1,UP,FULL SEMESTER,2016,3
Pla4035,NEGOTIATIONS FOR PLANNERS,650,null,11030,METHODS,300 BUELL NORTH,"W 6 PM - 9:30 PM ",3,1,UP,SES A 1/19-3/4 ,2016,3
Pla4050,UP/HP ELECTIVE INTERNSHIP,781,null,00000,null,null,"null",null,1,UP,null,2016,3
Pla4112,PHYSICAL STRUCTURE OF CITIES,792,null,17048,URBAN/ ECON.,114 AVERY ,"TU 3 PM - 5 PM",3,1,UP,FULL SEMESTER,2016,3
Pla4216,URBAN DESIGN FOR PLANNERS,782,null,00000,METHODS,300 N BUELL ,"TH 9 AM -12 PM ",3,1,UP,FULL SEMESTER,2016,3
Pla4304,INTRODUCTION TO HOUSING,551,null,22796,HOUSING/ COMM,412 AVERY HALL ,"M 11 AM - 1 PM ",3,1,UP,FULL SEMESTER,2016,3
Pla4314,REAL ESTATE FINANCE III,653,null,76897,REQUIRED,113 AVERY,"TU 6 PM - 8 PM ",3,1,RED,FULL SEMESTER,2016,3
Pla4381,CITIES, SUSTAIN & CLIMATE ,631,null,71046,PHYSICAL/ INT'L,505 AVERY,"TU + TH  9 AM - 11 AM ",3,1,UP,SES A 1/19-3/4 ,2016,3
Pla4577,INTRO TO GIS,532,null,11530,METHODS,200 FAYER NORTH,"M + W 6 PM- 8 PM ",3,1,UP,FULL SEMESTER,2016,3
Pla4609,POLITICS OF INTERNATIONAL PLACEMAKING:SPATIALIZING URBAN CULTURE,545,null,65897,INT'L,201 FAYERWEATHER,"TH 4 PM - 6 PM ",3,1,UP,FULL SEMESTER,2016,3
Pla4624,INTRODUCTION TO COMMUNITY ORGANIZING,783,null,25507,HOUSING/ COMM,323 M FAYERWEATHER,"M 3 PM - 5 PM ",3,1,UP,FULL SEMESTER,2016,3
Pla4637,COMMUNITY DEVELOPMENT FINANCE,793,null,67296,HOUSING/ COMM,201 FAYERWEATHER,"M 6 PM - 8 PM ",3,1,UP,FULL SEMESTER,2016,3
Pla6014,PUBLIC SPACE IN THE PRIVATE REALM,541,null,90896,ELECTIVE,TBA,"W 2 PM - 4 PM",3,1,UP,FULL SEMESTER,2016,3
Pla6050,INTERNSHIP,654,null,00000,ELECTIVE,BY APPLICATION,"null",1.5,1,RED,FULL SEMESTER ,2016,3
Pla6052,PLANNING LAW,534,null,68346,REQUIRED 1ST YR,600 AVERY,"W 11 AM - 1 PM ",3,1,UP,FULL SEMESTER,2016,3
Pla6065,ENVIR IMPACT ASSESSMENT,538,null,82596,PHYSICAL UP , ,TBA,"TBA",3,1,UP,FULL SEMESTER,2016,3
Pla6066,URBAN AND ENVIRONMENTAL TRANSFORMATIONS,784,null,82098,ELECTIVE,201 FAYERWEATHER,"TH 11 AM - 1 PM",3,1,UP,FULL SEMESTER,2016,3
Pla6079,URBAN RISK AND COMMUNITY RESILIENCE,784,null,87781,ELECTIVE,200 BUELL ,"TU 5 PM - 7 PM ",3,1,UP,FULL SMESTER ,2016,3
Pla6083,LAND POLICY AND PROPERTY RIGHTS IN DEVELOPING COUNTRIES,540,null,32446,INT'L,200 BUELL ,"TU 11 AM - 1 PM ",3,1,UP,FULL SEMESTER ,2016,3
Pla6088,INTRODUCTION TO INTERNATIONAL DEVELOPMENT ,540,null,60846,INT'L,200 BUELL ,"TH 11 AM - 1 PM ",3,1,UP,FULL SEMESTER ,2016,3
